Date/Time,Temp (C),Temp (F),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-08-02 06:00:00,21.7,71.06,19.6,88,15,48.3,100.55,Clear
2012-08-02 07:00:00,22.5,72.5,20.1,86,13,48.3,100.6,Mainly Clear
2012-08-02 08:00:00,23.9,75.02,19.9,78,11,48.3,100.61,Mainly Clear
2012-08-02 09:00:00,24.5,76.1,19.8,75,17,48.3,100.63,Mainly Clear
2012-08-02 10:00:00,25.8,78.44,19.5,68,11,24.1,100.6,Mainly Clear
2012-08-02 11:00:00,27.3,81.14,20.1,65,17,24.1,100.56,Mainly Clear
2012-08-02 12:00:00,27.4,81.32,18.5,58,13,24.1,100.56,Mainly Clear
2012-08-02 13:00:00,29.1,84.38,18.0,51,20,24.1,100.5,Mainly Clear
2012-08-02 14:00:00,29.6,85.28,18.8,52,13,24.1,100.44,Mainly Clear
2012-08-02 15:00:00,29.8,85.64,18.9,52,19,24.1,100.43,Mostly Cloudy
2012-08-02 16:00:00,30.0,86.0,17.8,48,22,24.1,100.4,Mostly Cloudy
2012-08-02 17:00:00,29.9,85.82,16.1,43,20,24.1,100.41,Mostly Cloudy
2012-08-02 18:00:00,28.4,83.12,16.3,48,15,24.1,100.42,Mostly Cloudy
2012-08-02 19:00:00,27.7,81.86,14.8,45,15,24.1,100.44,Mostly Cloudy
2012-08-02 20:00:00,27.2,80.96000000000001,15.4,48,19,25.0,100.52,Cloudy
2012-08-02 21:00:00,26.8,80.24000000000001,15.5,50,24,25.0,100.53,Cloudy
2012-08-02 22:00:00,25.7,78.25999999999999,15.9,55,17,25.0,100.52,Cloudy
2012-08-02 23:00:00,25.0,77.0,17.1,62,24,25.0,100.5,Mostly Cloudy
2012-08-03 00:00:00,24.4,75.92,16.9,63,17,25.0,100.5,Mainly Clear
2012-08-03 01:00:00,24.1,75.38,16.9,64,13,25.0,100.5,Mainly Clear
2012-08-03 02:00:00,23.5,74.30000000000001,17.3,68,13,25.0,100.52,Mostly Cloudy
2012-08-03 03:00:00,23.4,74.12,18.0,72,15,25.0,100.54,Mostly Cloudy
2012-08-03 04:00:00,22.9,73.22,17.8,73,15,25.0,100.6,Cloudy
2012-08-03 05:00:00,22.3,72.14,17.9,76,11,24.1,100.68,Mainly Clear
2012-08-03 06:00:00,22.5,72.5,18.3,77,13,24.1,100.74,Mainly Clear
2012-08-03 07:00:00,23.2,73.75999999999999,18.5,75,17,24.1,100.81,Mainly Clear
2012-08-03 08:00:00,24.1,75.38,18.5,71,13,24.1,100.87,Clear
2012-08-03 09:00:00,25.6,78.08000000000001,17.8,62,15,24.1,100.91,Mainly Clear
2012-08-03 10:00:00,26.0,78.80000000000001,17.7,60,11,24.1,100.95,Mainly Clear
2012-08-03 11:00:00,27.1,80.78,17.3,55,13,24.1,100.99,Mainly Clear
2012-08-03 12:00:00,27.1,80.78,16.7,53,17,24.1,101.03,Mainly Clear
2012-08-03 13:00:00,28.2,82.75999999999999,16.6,49,19,24.1,101.07,Mainly Clear
2012-08-03 14:00:00,27.6,81.68,15.6,48,24,24.1,101.1,Mainly Clear
2012-08-03 15:00:00,29.2,84.56,16.7,47,17,24.1,101.11,Mainly Clear
2012-08-03 16:00:00,28.9,84.02,15.9,45,20,24.1,101.1,Mainly Clear
2012-08-03 17:00:00,28.0,82.4,16.0,48,20,48.3,101.14,Clear
2012-08-03 18:00:00,27.2,80.96000000000001,16.1,51,11,48.3,101.18,Clear
2012-08-03 19:00:00,25.5,77.9,15.6,54,7,48.3,101.24,Clear
2012-08-03 20:00:00,23.9,75.02,15.7,60,6,24.1,101.31,Clear
2012-08-03 21:00:00,22.0,71.6,15.9,68,6,25.0,101.39,Clear
2012-08-03 22:00:00,23.3,73.94,15.3,61,9,25.0,101.42,Clear
2012-08-03 23:00:00,23.1,73.58000000000001,15.2,61,4,25.0,101.49,Clear
2012-08-04 00:00:00,21.3,70.34,15.3,69,9,25.0,101.51,Clear
2012-08-04 01:00:00,22.3,72.14,15.2,64,9,25.0,101.55,Mostly Cloudy
2012-08-04 02:00:00,22.0,71.6,15.0,64,7,25.0,101.59,Mostly Cloudy
2012-08-04 03:00:00,21.8,71.24000000000001,14.8,64,6,25.0,101.61,Mostly Cloudy
2012-08-04 04:00:00,22.1,71.78,14.2,61,7,24.1,101.62,Cloudy
2012-08-04 05:00:00,21.3,70.34,14.3,64,11,48.3,101.65,Cloudy
2012-08-04 06:00:00,20.2,68.36,16.0,77,9,48.3,101.67,Mostly Cloudy
2012-08-04 07:00:00,21.8,71.24000000000001,15.3,67,17,48.3,101.75,Mainly Clear
2012-08-04 08:00:00,23.1,73.58000000000001,15.6,63,13,48.3,101.75,Mainly Clear
2012-08-04 09:00:00,24.7,76.46000000000001,16.4,60,15,24.1,101.73,Mainly Clear
2012-08-04 10:00:00,27.2,80.96000000000001,17.2,54,13,24.1,101.72,Mainly Clear
2012-08-04 11:00:00,28.3,82.94,18.0,54,17,24.1,101.69,Clear
2012-08-04 12:00:00,30.1,86.18,19.2,52,9,25.0,101.62,Clear
2012-08-04 13:00:00,31.2,88.16,18.1,46,11,24.1,101.56,Clear
2012-08-04 14:00:00,32.0,89.6,18.3,44,17,24.1,101.48,Clear
2012-08-04 15:00:00,32.8,91.03999999999999,18.8,44,17,24.1,101.39,Clear
2012-08-04 16:00:00,32.5,90.5,18.5,44,15,24.1,101.34,Clear
2012-08-04 17:00:00,32.5,90.5,19.8,47,13,24.1,101.32,Clear
2012-08-04 18:00:00,32.2,89.96000000000001,20.1,49,13,24.1,101.29,Mostly Cloudy
2012-08-04 19:00:00,30.8,87.44,19.2,50,20,24.1,101.23,Mainly Clear
2012-08-04 20:00:00,29.2,84.56,18.7,53,19,24.1,101.23,Clear
2012-08-04 21:00:00,27.5,81.5,18.4,58,17,25.0,101.3,Mainly Clear
2012-08-04 22:00:00,26.5,79.7,18.2,60,13,25.0,101.28,Mainly Clear
2012-08-04 23:00:00,26.2,79.16,18.6,63,17,25.0,101.27,Clear
2012-08-05 00:00:00,25.7,78.25999999999999,19.0,67,19,25.0,101.24,Clear
2012-08-05 01:00:00,25.1,77.18,19.2,70,19,25.0,101.19,Clear
2012-08-05 02:00:00,24.2,75.56,19.3,74,19,25.0,101.16,Clear
2012-08-05 03:00:00,24.4,75.92,19.3,73,22,25.0,101.06,Mainly Clear
2012-08-05 04:00:00,24.3,75.74000000000001,19.6,75,19,25.0,101.04,Mainly Clear
2012-08-05 05:00:00,24.1,75.38,19.8,77,22,24.1,101.02,Mostly Cloudy
2012-08-05 06:00:00,24.6,76.28,20.2,77,19,24.1,100.96,Cloudy
2012-08-05 07:00:00,25.9,78.62,20.7,73,22,24.1,100.89,Cloudy
2012-08-05 08:00:00,26.5,79.7,21.0,72,24,24.1,100.8,Cloudy
2012-08-05 09:00:00,26.9,80.42,21.3,71,24,19.3,100.72,Mostly Cloudy
2012-08-05 10:00:00,24.8,76.64,22.6,88,22,19.3,100.71,Cloudy
2012-08-05 11:00:00,27.9,82.22,23.2,76,24,24.1,100.63,Mostly Cloudy
2012-08-05 12:00:00,29.7,85.46000000000001,22.2,64,19,24.1,100.5,Mostly Cloudy
2012-08-05 13:00:00,25.2,77.36,23.0,88,24,12.9,100.4,Rain Showers
2012-08-05 14:00:00,24.9,76.82,22.9,89,26,16.1,100.42,Rain Showers
2012-08-05 15:00:00,29.0,84.2,24.4,76,13,24.1,100.31,Mostly Cloudy
2012-08-05 16:00:00,31.1,87.98,22.0,58,28,24.1,100.26,Mostly Cloudy
2012-08-05 17:00:00,30.1,86.18,21.1,59,22,24.1,100.2,Cloudy
2012-08-05 18:00:00,25.0,77.0,22.0,83,22,19.3,100.28,"Thunderstorms,Rain Showers"
2012-08-05 19:00:00,24.2,75.56,22.2,89,26,16.1,100.29,Rain Showers
2012-08-05 20:00:00,24.3,75.74000000000001,21.8,86,32,25.0,100.32,Cloudy
2012-08-05 21:00:00,23.9,75.02,21.2,85,32,25.0,100.43,Mainly Clear
2012-08-05 22:00:00,23.9,75.02,20.0,79,26,25.0,100.5,Mainly Clear
2012-08-05 23:00:00,23.1,73.58000000000001,17.4,70,30,25.0,100.58,Clear
2012-08-06 00:00:00,21.7,71.06,13.7,60,24,25.0,100.67,Clear
2012-08-06 01:00:00,20.7,69.25999999999999,14.3,67,24,25.0,100.7,Mainly Clear
2012-08-06 02:00:00,19.6,67.28,13.7,69,22,25.0,100.77,Clear
2012-08-06 03:00:00,18.7,65.66,13.2,70,22,25.0,100.79,Clear
2012-08-06 04:00:00,17.7,63.86,13.3,75,13,25.0,100.86,Clear
2012-08-06 05:00:00,16.6,61.88,13.3,81,9,48.3,100.95,Clear
2012-08-06 06:00:00,18.0,64.4,13.8,76,13,48.3,101.01,Clear
2012-08-06 07:00:00,19.0,66.2,14.0,73,17,48.3,101.06,Mainly Clear
2012-08-06 08:00:00,19.7,67.46000000000001,13.6,68,17,48.3,101.09,Mainly Clear
2012-08-06 09:00:00,20.0,68.0,13.3,65,20,48.3,101.11,Mostly Cloudy
2012-08-06 10:00:00,20.8,69.44,13.2,62,22,48.3,101.13,Mostly Cloudy
2012-08-06 11:00:00,22.1,71.78,13.6,59,28,48.3,101.15,Mainly Clear
2012-08-06 12:00:00,21.9,71.42,13.0,57,24,48.3,101.17,Mostly Cloudy
2012-08-06 13:00:00,21.4,70.52,13.7,61,13,48.3,101.18,Mostly Cloudy
2012-08-06 14:00:00,22.5,72.5,13.0,55,13,48.3,101.15,Mostly Cloudy
2012-08-06 15:00:00,22.6,72.68,13.8,58,22,48.3,101.12,Mainly Clear
2012-08-06 16:00:00,23.0,73.4,12.2,51,19,48.3,101.07,Mainly Clear
2012-08-06 17:00:00,23.0,73.4,12.8,53,24,48.3,101.06,Mainly Clear
2012-08-06 18:00:00,23.0,73.4,12.8,53,15,48.3,101.03,Mainly Clear
2012-08-06 19:00:00,21.6,70.88,12.8,57,9,48.3,101.02,Clear
2012-08-06 20:00:00,22.1,71.78,13.5,58,9,25.0,101.03,Clear
2012-08-06 21:00:00,21.7,71.06,14.5,64,9,25.0,101.03,Clear
2012-08-06 22:00:00,20.1,68.18,15.6,75,13,25.0,101.04,Clear
2012-08-06 23:00:00,20.6,69.08000000000001,15.1,71,11,25.0,101.05,Clear
2012-08-07 00:00:00,19.6,67.28,16.0,80,13,25.0,101.04,Clear
2012-08-07 01:00:00,19.3,66.74000000000001,15.6,79,17,25.0,101.02,Clear
2012-08-07 02:00:00,18.9,66.02,14.8,77,19,25.0,100.99,Clear
2012-08-07 03:00:00,18.2,64.75999999999999,15.3,83,13,25.0,100.96,Clear
2012-08-07 04:00:00,18.5,65.30000000000001,15.5,83,11,25.0,100.95,Clear
2012-08-07 05:00:00,16.6,61.88,15.0,90,7,48.3,100.99,Clear
2012-08-07 06:00:00,17.9,64.22,15.3,85,6,48.3,101.02,Clear
2012-08-07 07:00:00,19.6,67.28,16.1,80,15,48.3,101.01,Mainly Clear
2012-08-07 08:00:00,21.2,70.16,16.4,74,17,48.3,101.01,Mainly Clear
2012-08-07 09:00:00,22.8,73.03999999999999,16.7,68,19,48.3,100.99,Mainly Clear
2012-08-07 10:00:00,24.1,75.38,17.1,65,24,48.3,100.96,Mainly Clear
2012-08-07 11:00:00,25.3,77.53999999999999,16.9,60,22,48.3,100.96,Mainly Clear
2012-08-07 12:00:00,26.5,79.7,16.1,53,17,48.3,100.9,Mainly Clear
2012-08-07 13:00:00,27.7,81.86,15.7,48,20,48.3,100.87,Mainly Clear
2012-08-07 14:00:00,27.6,81.68,14.2,44,20,48.3,100.82,Mainly Clear
2012-08-07 15:00:00,28.7,83.66,13.6,40,24,48.3,100.79,Mostly Cloudy
2012-08-07 16:00:00,27.4,81.32,13.6,43,17,48.3,100.74,Mostly Cloudy
2012-08-07 17:00:00,27.8,82.03999999999999,13.1,40,15,48.3,100.74,Mostly Cloudy
2012-08-07 18:00:00,27.0,80.6,13.8,44,15,48.3,100.74,Mostly Cloudy
2012-08-07 19:00:00,26.3,79.34,14.8,49,13,48.3,100.73,Mostly Cloudy
2012-08-07 20:00:00,25.8,78.44,13.7,47,17,25.0,100.81,Mostly Cloudy
2012-08-07 21:00:00,21.2,70.16,15.0,68,22,25.0,100.9,Cloudy
2012-08-07 22:00:00,20.2,68.36,16.6,80,0,25.0,100.86,Mostly Cloudy
2012-08-07 23:00:00,20.2,68.36,17.5,84,9,25.0,100.87,Rain Showers
2012-08-08 00:00:00,19.3,66.74000000000001,18.0,92,7,25.0,100.92,Mostly Cloudy
2012-08-08 01:00:00,18.7,65.66,17.8,95,7,25.0,100.94,Mainly Clear
2012-08-08 02:00:00,18.3,64.94,17.6,96,4,19.3,100.91,Mainly Clear
2012-08-08 03:00:00,17.4,63.31999999999999,17.1,98,4,12.9,100.92,Clear
2012-08-08 04:00:00,17.2,62.96,16.9,98,4,16.1,100.97,Clear
2012-08-08 05:00:00,16.8,62.24,16.7,99,0,19.3,101.02,Mainly Clear
2012-08-08 06:00:00,18.1,64.58000000000001,17.3,95,0,24.1,101.03,Clear
2012-08-08 07:00:00,19.3,66.74000000000001,17.4,89,6,48.3,101.09,Clear
2012-08-08 08:00:00,21.1,69.98,17.5,80,0,48.3,101.12,Mostly Cloudy
2012-08-08 09:00:00,22.5,72.5,16.6,69,4,48.3,101.11,Mainly Clear
2012-08-08 10:00:00,24.1,75.38,16.0,61,9,48.3,101.11,Mainly Clear
2012-08-08 11:00:00,24.8,76.64,15.2,55,4,48.3,101.08,Mainly Clear
2012-08-08 12:00:00,26.4,79.52,11.9,40,0,48.3,101.05,Mainly Clear
2012-08-08 13:00:00,27.4,81.32,14.1,44,4,48.3,101.0,Mainly Clear
2012-08-08 14:00:00,28.0,82.4,15.6,47,11,24.1,100.98,Mainly Clear
2012-08-08 15:00:00,28.3,82.94,14.7,43,7,24.1,100.94,Mostly Cloudy
2012-08-08 16:00:00,28.0,82.4,16.1,48,9,24.1,100.92,Mostly Cloudy
2012-08-08 17:00:00,24.8,76.64,17.1,62,19,24.1,100.91,Mostly Cloudy
2012-08-08 18:00:00,25.1,77.18,16.8,60,9,24.1,100.9,Mostly Cloudy
2012-08-08 19:00:00,25.1,77.18,17.0,61,7,24.1,100.9,Rain Showers
2012-08-08 20:00:00,24.3,75.74000000000001,17.2,65,11,25.0,100.92,Rain Showers
2012-08-08 21:00:00,23.0,73.4,17.8,73,6,25.0,100.93,Mostly Cloudy
2012-08-08 22:00:00,23.5,74.30000000000001,17.1,67,4,25.0,100.89,Mostly Cloudy
2012-08-08 23:00:00,23.1,73.58000000000001,17.0,69,6,25.0,100.92,Mostly Cloudy
2012-08-09 00:00:00,22.8,73.03999999999999,17.7,73,9,25.0,100.93,Mainly Clear
2012-08-09 01:00:00,22.8,73.03999999999999,16.7,68,11,25.0,100.89,Mostly Cloudy
2012-08-09 02:00:00,22.4,72.32,16.7,70,4,25.0,100.91,Cloudy
2012-08-09 03:00:00,21.8,71.24000000000001,17.4,76,9,25.0,100.89,Cloudy
2012-08-09 04:00:00,21.4,70.52,17.4,78,11,25.0,100.9,Mostly Cloudy
2012-08-09 05:00:00,21.1,69.98,16.9,77,13,24.1,100.93,Cloudy
2012-08-09 06:00:00,20.9,69.62,17.0,78,15,24.1,100.98,Cloudy
2012-08-09 07:00:00,20.7,69.25999999999999,17.3,81,13,24.1,101.01,Cloudy
2012-08-09 08:00:00,21.1,69.98,17.5,80,19,24.1,101.01,Cloudy
2012-08-09 09:00:00,21.7,71.06,17.5,77,22,24.1,100.98,Cloudy
2012-08-09 10:00:00,21.7,71.06,17.0,75,17,24.1,100.98,Cloudy
2012-08-09 11:00:00,23.2,73.75999999999999,17.3,69,13,24.1,100.98,Cloudy
2012-08-09 12:00:00,24.2,75.56,17.8,67,17,24.1,100.92,Cloudy
2012-08-09 13:00:00,23.6,74.48,17.4,68,19,24.1,100.94,Cloudy
2012-08-09 14:00:00,24.0,75.2,17.8,68,20,24.1,100.86,Rain Showers
2012-08-09 15:00:00,23.7,74.66,17.0,66,17,16.1,100.91,Rain Showers
2012-08-09 16:00:00,22.3,72.14,18.7,80,19,19.3,100.89,Rain
2012-08-09 17:00:00,21.3,70.34,18.7,85,17,12.9,100.93,Rain
2012-08-09 18:00:00,20.4,68.72,18.6,89,20,16.1,100.87,Rain
2012-08-09 19:00:00,20.2,68.36,18.2,88,13,19.3,100.92,Rain
2012-08-09 20:00:00,20.2,68.36,17.7,86,15,25.0,100.88,Cloudy
2012-08-09 21:00:00,19.9,67.82,17.5,86,19,25.0,100.87,Cloudy
2012-08-09 22:00:00,20.1,68.18,17.0,82,19,25.0,100.83,Cloudy
2012-08-09 23:00:00,19.8,67.64,17.0,84,20,25.0,100.77,Cloudy
2012-08-10 00:00:00,19.5,67.1,17.0,85,17,25.0,100.74,Cloudy
2012-08-10 01:00:00,19.3,66.74000000000001,16.8,85,19,25.0,100.68,Cloudy
2012-08-10 02:00:00,20.1,68.18,17.0,82,13,25.0,100.66,Cloudy
2012-08-10 03:00:00,19.7,67.46000000000001,17.3,86,13,25.0,100.65,Cloudy
2012-08-10 04:00:00,19.3,66.74000000000001,17.6,90,9,9.7,100.67,Rain
2012-08-10 05:00:00,19.0,66.2,17.7,92,19,12.9,100.58,Rain
2012-08-10 06:00:00,19.0,66.2,17.7,92,9,16.1,100.69,Cloudy
2012-08-10 07:00:00,19.7,67.46000000000001,18.2,91,7,12.9,100.66,Cloudy
2012-08-10 08:00:00,20.8,69.44,18.9,89,9,12.9,100.69,Cloudy
2012-08-10 09:00:00,20.2,68.36,18.6,91,13,11.3,100.7,Cloudy
2012-08-10 10:00:00,20.2,68.36,18.5,90,11,11.3,100.75,Cloudy
2012-08-10 11:00:00,19.9,67.82,18.5,92,15,6.4,100.73,Fog
2012-08-10 12:00:00,20.8,69.44,18.8,88,17,6.4,100.73,Fog
2012-08-10 13:00:00,21.3,70.34,19.2,88,19,6.4,100.7,"Rain,Fog"
2012-08-10 14:00:00,21.7,71.06,19.3,86,19,8.0,100.64,"Rain,Fog"
2012-08-10 15:00:00,21.0,69.80000000000001,19.5,91,20,6.4,100.63,"Rain,Fog"
2012-08-10 16:00:00,20.7,69.25999999999999,19.0,90,20,8.0,100.65,"Rain,Fog"
2012-08-10 17:00:00,20.6,69.08000000000001,19.0,91,20,8.0,100.63,"Rain,Fog"
2012-08-10 18:00:00,20.0,68.0,18.9,93,22,6.4,100.62,"Rain,Fog"
2012-08-10 19:00:00,19.6,67.28,18.5,93,24,4.8,100.63,"Rain,Fog"
2012-08-10 20:00:00,19.1,66.38,17.9,93,17,12.9,100.65,Rain
2012-08-10 21:00:00,18.5,65.30000000000001,17.7,95,22,16.1,100.62,Rain
2012-08-10 22:00:00,18.2,64.75999999999999,17.4,95,20,25.0,100.58,Cloudy
2012-08-10 23:00:00,18.0,64.4,17.2,95,19,25.0,100.56,Cloudy
2012-08-11 00:00:00,17.9,64.22,17.0,94,20,16.1,100.57,Cloudy
2012-08-11 01:00:00,17.5,63.5,16.7,95,19,16.1,100.57,Cloudy
2012-08-11 02:00:00,17.6,63.68000000000001,16.8,95,19,16.1,100.54,Cloudy
2012-08-11 03:00:00,17.5,63.5,16.7,95,22,16.1,100.53,Cloudy
2012-08-11 04:00:00,17.2,62.96,16.7,97,24,16.1,100.54,Rain Showers
2012-08-11 05:00:00,17.2,62.96,16.7,97,22,12.9,100.57,Cloudy
2012-08-11 06:00:00,17.4,63.31999999999999,16.7,96,20,16.1,100.61,Cloudy
2012-08-11 07:00:00,18.4,65.12,17.2,93,17,12.9,100.65,Cloudy
2012-08-11 08:00:00,19.4,66.92,17.8,90,15,12.9,100.66,Cloudy
2012-08-11 09:00:00,20.4,68.72,18.0,86,15,24.1,100.66,Cloudy
2012-08-11 10:00:00,22.3,72.14,19.0,82,11,24.1,100.65,Cloudy
2012-08-11 11:00:00,23.9,75.02,19.8,78,13,24.1,100.61,Mostly Cloudy
2012-08-11 12:00:00,26.1,78.98,20.6,72,9,24.1,100.58,Mostly Cloudy
2012-08-11 13:00:00,26.9,80.42,20.0,66,15,24.1,100.51,Cloudy
2012-08-11 14:00:00,27.3,81.14,20.1,65,17,24.1,100.47,Cloudy
2012-08-11 15:00:00,27.5,81.5,19.9,63,19,24.1,100.42,Cloudy
2012-08-11 16:00:00,26.8,80.24000000000001,20.5,68,9,24.1,100.36,Cloudy
2012-08-11 17:00:00,20.2,68.36,19.5,96,32,12.9,100.58,"Thunderstorms,Rain Showers"
2012-08-11 18:00:00,19.6,67.28,18.7,95,19,24.1,100.59,Rain Showers
2012-08-11 19:00:00,20.4,68.72,18.6,89,11,24.1,100.59,Mainly Clear
2012-08-11 20:00:00,19.9,67.82,18.9,94,13,25.0,100.65,Mostly Cloudy
2012-08-11 21:00:00,20.0,68.0,18.5,91,9,25.0,100.68,Mostly Cloudy
2012-08-11 22:00:00,20.0,68.0,18.6,92,9,25.0,100.72,Cloudy
2012-08-11 23:00:00,20.0,68.0,18.8,93,9,25.0,100.71,Mostly Cloudy
2012-08-12 00:00:00,20.1,68.18,18.9,93,4,19.3,100.7,Mostly Cloudy
2012-08-12 01:00:00,19.7,67.46000000000001,19.2,97,6,19.3,100.69,Cloudy
2012-08-12 02:00:00,19.7,67.46000000000001,19.0,96,4,12.9,100.66,Cloudy
2012-08-12 03:00:00,19.5,67.1,19.0,97,0,12.9,100.65,Mostly Cloudy
2012-08-12 04:00:00,19.5,67.1,18.8,96,4,9.7,100.68,Fog
2012-08-12 05:00:00,19.6,67.28,18.7,95,4,8.0,100.75,Fog
2012-08-12 06:00:00,19.8,67.64,18.9,95,9,12.9,100.75,Mostly Cloudy
2012-08-12 07:00:00,20.5,68.9,19.0,91,7,24.1,100.79,Mostly Cloudy
2012-08-12 08:00:00,21.6,70.88,17.8,79,15,24.1,100.8,Mostly Cloudy
2012-08-12 09:00:00,22.3,72.14,16.6,70,19,48.3,100.79,Mainly Clear
2012-08-12 10:00:00,22.9,73.22,16.7,68,17,48.3,100.76,Mainly Clear
2012-08-12 11:00:00,24.0,75.2,17.6,67,13,48.3,100.72,Mainly Clear
2012-08-12 12:00:00,24.4,75.92,16.9,63,17,48.3,100.67,Mainly Clear
2012-08-12 13:00:00,25.4,77.72,17.2,60,13,48.3,100.64,Mainly Clear
2012-08-12 14:00:00,26.4,79.52,17.0,56,13,48.3,100.62,Mainly Clear
2012-08-12 15:00:00,26.2,79.16,16.9,57,15,48.3,100.58,Mainly Clear
2012-08-12 16:00:00,26.7,80.06,16.9,55,17,48.3,100.56,Mainly Clear
2012-08-12 17:00:00,26.0,78.80000000000001,16.9,57,17,24.1,100.55,Mostly Cloudy
2012-08-12 18:00:00,23.2,73.75999999999999,18.6,75,15,48.3,100.61,Mainly Clear
2012-08-12 19:00:00,23.2,73.75999999999999,17.8,72,15,24.1,100.63,Mainly Clear
2012-08-12 20:00:00,22.9,73.22,17.5,72,13,25.0,100.69,Mainly Clear
2012-08-12 21:00:00,22.3,72.14,17.8,76,11,25.0,100.71,Mainly Clear
2012-08-12 22:00:00,21.8,71.24000000000001,17.7,78,17,25.0,100.7,Mainly Clear
2012-08-12 23:00:00,21.8,71.24000000000001,17.8,78,19,25.0,100.69,Mainly Clear
2012-08-13 00:00:00,21.3,70.34,17.3,78,22,25.0,100.68,Clear
2012-08-13 01:00:00,20.9,69.62,17.5,81,15,25.0,100.68,Clear
2012-08-13 02:00:00,20.4,68.72,17.6,84,13,25.0,100.67,Mainly Clear
2012-08-13 03:00:00,20.2,68.36,18.0,87,9,25.0,100.7,Mainly Clear
2012-08-13 04:00:00,19.5,67.1,17.3,87,9,25.0,100.74,Mainly Clear
2012-08-13 05:00:00,19.5,67.1,17.5,88,13,24.1,100.78,Mainly Clear
2012-08-13 06:00:00,19.7,67.46000000000001,17.6,88,13,24.1,100.81,Mainly Clear
2012-08-13 07:00:00,19.9,67.82,17.5,86,19,19.3,100.87,Cloudy
2012-08-13 08:00:00,20.9,69.62,18.0,83,13,19.3,100.89,Mostly Cloudy
2012-08-13 09:00:00,21.9,71.42,18.0,79,15,19.3,100.88,Mostly Cloudy
2012-08-13 10:00:00,22.4,72.32,17.8,75,22,19.3,100.88,Mostly Cloudy
2012-08-13 11:00:00,22.5,72.5,17.8,75,20,24.1,100.87,Mostly Cloudy
2012-08-13 12:00:00,23.8,74.84,17.4,67,17,24.1,100.85,Mostly Cloudy
2012-08-13 13:00:00,25.2,77.36,17.9,64,20,24.1,100.82,Mostly Cloudy
2012-08-13 14:00:00,25.1,77.18,17.4,62,19,24.1,100.79,Mostly Cloudy
2012-08-13 15:00:00,25.4,77.72,17.4,61,13,24.1,100.74,Mostly Cloudy
2012-08-13 16:00:00,25.2,77.36,17.1,61,19,24.1,100.76,Mostly Cloudy
2012-08-13 17:00:00,24.5,76.1,18.0,67,11,24.1,100.78,Mostly Cloudy
2012-08-13 18:00:00,24.6,76.28,16.9,62,11,24.1,100.8,Mostly Cloudy
2012-08-13 19:00:00,24.4,75.92,17.4,65,7,24.1,100.8,Mainly Clear
2012-08-13 20:00:00,23.2,73.75999999999999,17.6,71,7,25.0,100.83,Mainly Clear
2012-08-13 21:00:00,22.4,72.32,17.8,75,6,25.0,100.87,Mainly Clear
2012-08-13 22:00:00,22.2,71.96000000000001,17.7,76,9,25.0,100.88,Mainly Clear
2012-08-13 23:00:00,21.7,71.06,17.3,76,9,25.0,100.86,Mainly Clear
2012-08-14 00:00:00,21.2,70.16,17.4,79,7,25.0,100.85,Mainly Clear
2012-08-14 01:00:00,21.1,69.98,17.7,81,9,25.0,100.85,Mainly Clear
2012-08-14 02:00:00,20.9,69.62,18.2,85,11,25.0,100.83,Mostly Cloudy
2012-08-14 03:00:00,20.7,69.25999999999999,17.6,82,11,25.0,100.82,Mainly Clear
2012-08-14 04:00:00,19.5,67.1,17.4,88,6,25.0,100.83,Mostly Cloudy
2012-08-14 05:00:00,19.8,67.64,17.3,86,7,24.1,100.84,Mainly Clear
2012-08-14 06:00:00,20.9,69.62,17.2,79,9,24.1,100.83,Mostly Cloudy
2012-08-14 07:00:00,21.0,69.80000000000001,16.7,76,13,24.1,100.88,Mostly Cloudy
2012-08-14 08:00:00,21.9,71.42,17.1,74,9,24.1,100.87,Mostly Cloudy
2012-08-14 09:00:00,21.9,71.42,17.8,78,11,24.1,100.89,Cloudy
2012-08-14 10:00:00,21.9,71.42,18.1,79,15,24.1,100.88,Cloudy
2012-08-14 11:00:00,21.9,71.42,18.2,80,15,24.1,100.86,Cloudy
2012-08-14 12:00:00,22.6,72.68,18.5,78,9,24.1,100.84,Cloudy
2012-08-14 13:00:00,23.7,74.66,19.2,76,15,24.1,100.79,Mostly Cloudy
2012-08-14 14:00:00,24.2,75.56,18.5,71,13,24.1,100.75,Mostly Cloudy
2012-08-14 15:00:00,25.7,78.25999999999999,18.4,64,15,24.1,100.71,Mostly Cloudy
2012-08-14 16:00:00,24.5,76.1,17.2,64,7,24.1,100.69,Mostly Cloudy
2012-08-14 17:00:00,24.9,76.82,17.2,62,7,24.1,100.67,Mostly Cloudy
2012-08-14 18:00:00,24.5,76.1,17.1,63,6,24.1,100.69,Mostly Cloudy
2012-08-14 19:00:00,24.3,75.74000000000001,17.2,65,0,24.1,100.67,Mostly Cloudy
2012-08-14 20:00:00,23.3,73.94,17.8,71,6,25.0,100.68,Mostly Cloudy
2012-08-14 21:00:00,23.0,73.4,18.5,76,6,25.0,100.69,Cloudy
2012-08-14 22:00:00,22.2,71.96000000000001,17.7,76,4,25.0,100.66,Cloudy
2012-08-14 23:00:00,21.7,71.06,17.8,79,4,25.0,100.64,Cloudy
2012-08-15 00:00:00,21.4,70.52,17.4,78,4,25.0,100.61,Cloudy
